pr_id,pr_gene_id,pr_gene_symbol,pr_gene_title,pr_is_lm,pr_is_bing,gene_id
213425_at,7474,WNT5A,wingless-type MMTV integration site family member 5A,0,1,7474
221609_s_at,7475,WNT6,wingless-type MMTV integration site family member 6,0,1,7475
210248_at,7476,WNT7A,wingless-type MMTV integration site family member 7A,0,1,7476
206737_at,7481,WNT11,wingless-type MMTV integration site family member 11,0,1,7481
205667_at,7486,WRN,"Werner syndrome, RecQ helicase-like",0,1,7486
206067_s_at,7490,WT1,Wilms tumor 1,0,1,7490
210301_at,7498,XDH,xanthine dehydrogenase,0,1,7498
206698_at,7504,XK,X-linked Kx blood group,0,1,7504
205672_at,7507,XPA,"xeroderma pigmentosum, complementation group A",0,1,7507
209375_at,7508,XPC,"xeroderma pigmentosum, complementation group C",0,1,7508
206484_s_at,7512,XPNPEP2,"X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound",0,1,7512
208775_at,7514,XPO1,exportin 1,0,1,7514
203655_at,7515,XRCC1,X-ray repair complementing defective repair in Chinese hamster cells 1,0,1,7515
205071_x_at,7518,XRCC4,X-ray repair complementing defective repair in Chinese hamster cells 4,0,1,7518
204789_at,752,FMNL1,formin like 1,0,1,752
208642_s_at,7520,XRCC5,X-ray repair complementing defective repair in Chinese hamster cells 5,0,1,7520
202932_at,7525,YES1,"YES proto-oncogene 1, Src family tyrosine kinase",0,1,7525
201902_s_at,7528,YY1,YY1 transcription factor,0,1,7528
208743_s_at,7529,YWHAB,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta",0,1,7529
207996_s_at,753,LDLRAD4,low density lipoprotein receptor class A domain containing 4,0,1,753
210996_s_at,7531,YWHAE,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon",0,1,7531
201020_at,7533,YWHAH,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta",0,1,7533
200640_at,7534,YWHAZ,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta",0,1,7534
214032_at,7535,ZAP70,zeta chain of T cell receptor associated protein kinase 70kDa,0,1,7535
208313_s_at,7536,SF1,splicing factor 1,0,1,7536
207068_at,7539,ZFP37,ZFP37 zinc finger protein,0,1,7539
200677_at,754,PTTG1IP,pituitary tumor-transforming 1 interacting protein,0,1,754
209724_s_at,7541,ZBTB14,zinc finger and BTB domain containing 14,0,1,7541
209428_s_at,7542,ZFPL1,zinc finger protein-like 1,0,1,7542
214678_x_at,7543,ZFX,"zinc finger protein, X-linked",0,1,7543
206373_at,7545,ZIC1,Zic family member 1,0,1,7545
203994_s_at,755,C21orf2,chromosome 21 open reading frame 2,0,1,755
212684_at,7551,ZNF3,zinc finger protein 3,0,1,7551
207781_s_at,7552,ZNF711,zinc finger protein 711,0,1,7552
205089_at,7553,ZNF7,zinc finger protein 7,0,1,7553
206158_s_at,7555,CNBP,"CCHC-type zinc finger, nucleic acid binding protein",0,1,7555
216350_s_at,7556,ZNF10,zinc finger protein 10,0,1,7556
219571_s_at,7559,ZNF12,zinc finger protein 12,0,1,7559
219854_at,7561,ZNF14,zinc finger protein 14,0,1,7561
219548_at,7564,ZNF16,zinc finger protein 16,0,1,7564
219600_s_at,757,TMEM50B,transmembrane protein 50B,0,1,757
218006_s_at,7570,ZNF22,zinc finger protein 22,0,1,7570
212534_at,7572,ZNF24,zinc finger protein 24,0,1,7572
206436_at,758,MPPED1,metallophosphoesterase domain containing 1,0,1,758
209538_at,7580,ZNF32,zinc finger protein 32,0,1,7580
215022_x_at,7582,ZNF33B,zinc finger protein 33B,0,1,7582
206096_at,7584,ZNF35,zinc finger protein 35,0,1,7584
214670_at,7586,ZKSCAN1,zinc finger with KRAB and SCAN domains 1,0,1,7586
210336_x_at,7593,MZF1,myeloid zinc finger 1,0,1,7593
222028_at,7596,ZNF45,zinc finger protein 45,0,1,7596
214482_at,7597,ZBTB25,zinc finger and BTB domain containing 25,0,1,7597
209301_at,760,CA2,carbonic anhydrase II,0,1,760
206209_s_at,762,CA4,carbonic anhydrase IV,0,1,762
205881_at,7625,ZNF74,zinc finger protein 74,0,1,7625
214813_at,7626,ZNF75D,zinc finger protein 75D,0,1,7626
207494_s_at,7629,ZNF76,zinc finger protein 76,0,1,7629
214138_at,7633,ZNF79,zinc finger protein 79,0,1,7633
204453_at,7637,ZNF84,zinc finger protein 84,0,1,7637
206873_at,765,CA6,carbonic anhydrase VI,0,1,765
220234_at,767,CA8,carbonic anhydrase VIII,0,1,767
206175_x_at,7673,ZNF222,zinc finger protein 222,0,1,7673
206928_at,7678,ZNF124,zinc finger protein 124,0,1,7678
205199_at,768,CA9,carbonic anhydrase IX,0,1,768
207402_at,7691,ZNF132,zinc finger protein 132,0,1,7691
216960_s_at,7692,ZNF133,zinc finger protein 133,0,1,7692
206182_at,7693,ZNF134,zinc finger protein 134,0,1,7693
206142_at,7694,ZNF135,zinc finger protein 135,0,1,7694
206240_s_at,7695,ZNF136,zinc finger protein 136,0,1,7695
204523_at,7699,ZNF140,zinc finger protein 140,0,1,7699
209726_at,770,CA11,carbonic anhydrase XI,0,1,770
37586_at,7701,ZNF142,zinc finger protein 142,0,1,7701
221873_at,7702,ZNF143,zinc finger protein 143,0,1,7702
214239_x_at,7703,PCGF2,polycomb group ring finger 2,0,1,7703
205883_at,7704,ZBTB16,zinc finger and BTB domain containing 16,0,1,7704
200050_at,7705,ZNF146,zinc finger protein 146,0,1,7705
206911_at,7706,TRIM25,tripartite motif containing 25,0,1,7706
203318_s_at,7707,ZNF148,zinc finger protein 148,0,1,7707
203602_s_at,7709,ZBTB17,zinc finger and BTB domain containing 17,0,1,7709
214164_x_at,771,CA12,carbonic anhydrase XII,0,1,771
217242_at,7710,ZNF154,zinc finger protein 154,0,1,7710
202171_at,7716,VEZF1,vascular endothelial zinc finger 1,0,1,7716
206683_at,7718,ZNF165,zinc finger protein 165,0,1,7718
202702_at,7726,TRIM26,tripartite motif containing 26,0,1,7726
205252_at,7727,ZNF174,zinc finger protein 174,0,1,7727
205497_at,7728,ZNF175,zinc finger protein 175,0,1,7728
214933_at,773,CACNA1A,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",0,1,773
219495_s_at,7733,ZNF180,zinc finger protein 180,0,1,7733
213452_at,7738,ZNF184,zinc finger protein 184,0,1,7738
203585_at,7739,ZNF185,zinc finger protein 185 (LIM domain),0,1,7739
207513_s_at,7743,ZNF189,zinc finger protein 189,0,1,7743
206579_at,7745,ZKSCAN8,zinc finger with KRAB and SCAN domains 8,0,1,7745
205181_at,7746,ZSCAN9,zinc finger and SCAN domain containing 9,0,1,7746
204234_s_at,7748,ZNF195,zinc finger protein 195,0,1,7748
211592_s_at,775,CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit",0,1,775
207338_s_at,7752,ZNF200,zinc finger protein 200,0,1,7752
204327_s_at,7753,ZNF202,zinc finger protein 202,0,1,7753
214823_at,7754,ZNF204P,"zinc finger protein 204, pseudogene",0,1,7754
200828_s_at,7756,ZNF207,zinc finger protein 207,0,1,7756
210108_at,776,CACNA1D,"calcium channel, voltage-dependent, L type, alpha 1D subunit",0,1,776
220214_at,7762,ZNF215,zinc finger protein 215,0,1,7762
210275_s_at,7763,ZFAND5,"zinc finger, AN1-type domain 5",0,1,7763
203739_at,7764,ZNF217,zinc finger protein 217,0,1,7764
216983_s_at,7767,ZNF224,zinc finger protein 224,0,1,7767
207125_at,7768,ZNF225,zinc finger protein 225,0,1,7768
219603_s_at,7769,ZNF226,zinc finger protein 226,0,1,7769
217403_s_at,7770,ZNF227,zinc finger protein 227,0,1,7770
222237_s_at,7771,ZNF112,zinc finger protein 112,0,1,7771
219123_at,7775,ZNF232,zinc finger protein 232,0,1,7775
219171_s_at,7776,ZNF236,zinc finger protein 236,0,1,7776
212907_at,7779,SLC30A1,"solute carrier family 30 (zinc transporter), member 1",0,1,7779
205447_s_at,7786,MAP3K12,mitogen-activated protein kinase kinase kinase 12,0,1,7786
200808_s_at,7791,ZYX,zyxin,0,1,7791
221832_s_at,7798,LUZP1,leucine zipper protein 1,0,1,7798
205277_at,7799,PRDM2,PR domain 2,0,1,7799
205186_at,7802,DNALI1,"dynein, axonemal, light intermediate chain 1",0,1,7802
200730_s_at,7803,PTP4A1,"protein tyrosine phosphatase type IVA, member 1",0,1,7803
208433_s_at,7804,LRP8,LDL receptor related protein 8,0,1,7804
201720_s_at,7805,LAPTM5,lysosomal protein transmembrane 5,0,1,7805
207050_at,781,CACNA2D1,"calcium channel, voltage-dependent, alpha 2/delta subunit 1",0,1,781
219939_s_at,7812,CSDE1,"cold shock domain containing E1, RNA binding",0,1,7812
209717_at,7813,EVI5,ecotropic viral integration site 5,0,1,7813
208822_s_at,7818,DAP3,death associated protein 3,0,1,7818
210185_at,782,CACNB1,"calcium channel, voltage-dependent, beta 1 subunit",0,1,782
213714_at,783,CACNB2,"calcium channel, voltage-dependent, beta 2 subunit",0,1,783
201236_s_at,7832,BTG2,BTG family member 2,0,1,7832
212013_at,7837,PXDN,peroxidasin,0,1,7837
209530_at,784,CACNB3,"calcium channel, voltage-dependent, beta 3 subunit",0,1,784
214220_s_at,7840,ALMS1,"ALMS1, centrosome and basal body associated protein",0,1,7840
210627_s_at,7841,MOGS,mannosyl-oligosaccharide glucosidase,0,1,7841
202636_at,7844,RNF103,ring finger protein 103,0,1,7844
209118_s_at,7846,TUBA1A,tubulin alpha 1a,0,1,7846
207693_at,785,CACNB4,"calcium channel, voltage-dependent, beta 4 subunit",0,1,785
211372_s_at,7850,IL1R2,"interleukin 1 receptor, type II",0,1,7850
209373_at,7851,MALL,"mal, T-cell differentiation protein-like",0,1,7851
221245_s_at,7855,FZD5,frizzled class receptor 5,0,1,7855
204035_at,7857,SCG2,secretogranin II,0,1,7857
204481_at,7862,BRPF1,bromodomain and PHD finger containing 1,0,1,7862
203071_at,7869,SEMA3B,semaphorin 3B,0,1,7869
202655_at,7873,MANF,mesencephalic astrocyte derived neurotrophic factor,0,1,7873
211960_s_at,7879,RAB7A,"RAB7A, member RAS oncogene family",0,1,7879
203658_at,788,SLC25A20,"solute carrier family 25 (carnitine/acylcarnitine translocase), member 20",0,1,788
210078_s_at,7881,KCNAB1,"potassium channel, voltage gated subfamily A regulatory beta subunit 1",0,1,7881
206052_s_at,7884,SLBP,stem-loop binding protein,0,1,7884
219144_at,78986,DUSP26,dual specificity phosphatase 26 (putative),0,1,78986
203368_at,78987,CRELD1,cysteine rich with EGF like domains 1,0,1,78987
204386_s_at,78988,MRPL57,mitochondrial ribosomal protein L57,0,1,78988
219873_at,78989,COLEC11,collectin subfamily member 11,0,1,78989
219369_s_at,78990,OTUB2,"OTU deubiquitinase, ubiquitin aldehyde binding 2",0,1,78990
218953_s_at,78991,PCYOX1L,prenylcysteine oxidase 1 like,0,1,78991
65086_at,78992,YIPF2,Yip1 domain family member 2,0,1,78992
218714_at,78994,PRR14,proline rich 14,0,1,78994
219879_s_at,78995,C17orf53,chromosome 17 open reading frame 53,0,1,78995
220949_s_at,78996,C7orf49,chromosome 7 open reading frame 49,0,1,78996
219668_at,78997,GDAP1L1,ganglioside induced differentiation associated protein 1-like 1,0,1,78997
202715_at,790,CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",0,1,790
220011_at,79000,AUNIP,aurora kinase A and ninein interacting protein,0,1,79000
217949_s_at,79001,VKORC1,vitamin K epoxide reductase complex subunit 1,0,1,79001
221559_s_at,79003,MIS12,MIS12 kinetochore complex component,0,1,79003
218097_s_at,79004,CUEDC2,CUE domain containing 2,0,1,79004
218672_at,79005,SCNM1,sodium channel modifier 1,0,1,79005
222234_s_at,79007,DBNDD1,dysbindin (dystrobrevin binding protein 1) domain containing 1,0,1,79007
221699_s_at,79009,DDX50,DEAD-box helicase 50,0,1,79009
219365_s_at,79012,CAMKV,CaM kinase-like vesicle-associated,0,1,79012
220449_at,79015,LINC01260,long intergenic non-protein coding RNA 1260,0,1,79015
218260_at,79016,DDA1,DET1 and DDB1 associated 1,0,1,79016
215380_s_at,79017,GGCT,gamma-glutamylcyclotransferase,0,1,79017
220058_at,79018,GID4,GID complex subunit 4 homolog,0,1,79018
218741_at,79019,CENPM,centromere protein M,0,1,79019
201764_at,79022,TMEM106C,transmembrane protein 106C,0,1,79022
218622_at,79023,NUP37,nucleoporin 37kDa,0,1,79023
211986_at,79026,AHNAK,AHNAK nucleoprotein,0,1,79026
222163_s_at,79029,SPATA5L1,spermatogenesis associated 5 like 1,0,1,79029
206925_at,7903,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",0,1,7903
208973_at,79033,ERI3,ERI1 exoribonuclease family member 3,0,1,79033
219261_at,79034,C7orf26,chromosome 7 open reading frame 26,0,1,79034
218903_s_at,79035,NABP2,nucleic acid binding protein 2,0,1,79035
200076_s_at,79036,KXD1,KxDL motif containing 1,0,1,79036
219929_s_at,79038,ZFYVE21,"zinc finger, FYVE domain containing 21",0,1,79038
219111_s_at,79039,DDX54,DEAD-box helicase 54,0,1,79039
218132_s_at,79042,TSEN34,tRNA splicing endonuclease subunit 34,0,1,79042
218553_s_at,79047,KCTD15,potassium channel tetramerization domain containing 15,0,1,79047
218265_at,79048,SECISBP2,SECIS binding protein 2,0,1,79048
218860_at,79050,NOC4L,nucleolar complex associated 4 homolog,0,1,79050
203545_at,79053,ALG8,"ALG8, alpha-1,3-glucosyltransferase",0,1,79053
207291_at,79056,PRRG4,proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane),0,1,79056
218908_at,79058,ASPSCR1,"alveolar soft part sarcoma chromosome region, candidate 1",0,1,79058
220934_s_at,79064,TMEM223,transmembrane protein 223,0,1,79064
202492_at,79065,ATG9A,autophagy related 9A,0,1,79065
220797_at,79066,METTL16,methyltransferase like 16,0,1,79066
209702_at,79068,FTO,fat mass and obesity associated,0,1,79068
219479_at,79070,KDELC1,KDEL motif containing 1,0,1,79070
219200_at,79072,FASTKD3,FAST kinase domains 3,0,1,79072
219662_at,79074,C2orf49,chromosome 2 open reading frame 49,0,1,79074
219000_s_at,79075,DSCC1,DNA replication and sister chromatid cohesion 1,0,1,79075
218069_at,79077,DCTPP1,dCTP pyrophosphatase 1,0,1,79077
219406_at,79078,C1orf50,chromosome 1 open reading frame 50,0,1,79078
218211_s_at,79083,MLPH,melanophilin,0,1,79083
201421_s_at,79084,WDR77,WD repeat domain 77,0,1,79084
220182_at,79085,SLC25A23,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23",0,1,79085
221988_at,79086,SMIM7,small integral membrane protein 7,0,1,79086
218444_at,79087,ALG12,"ALG12, alpha-1,6-mannosyltransferase",0,1,79087
205964_at,79088,ZNF426,zinc finger protein 426,0,1,79088
218419_s_at,79089,TMUB2,transmembrane and ubiquitin-like domain containing 2,0,1,79089
218945_at,79091,METTL22,methyltransferase like 22,0,1,79091
220599_s_at,79092,CARD14,caspase recruitment domain family member 14,0,1,79092
41047_at,79095,C9orf16,chromosome 9 open reading frame 16,0,1,79095
203257_s_at,79096,C11orf49,chromosome 11 open reading frame 49,0,1,79096
219856_at,79098,C1orf116,chromosome 1 open reading frame 116,0,1,79098
218750_at,79101,TAF1D,"TATA-box binding protein associated factor, RNA polymerase I, D",0,1,79101
217808_s_at,79109,MAPKAP1,mitogen-activated protein kinase associated protein 1,0,1,79109
200934_at,7913,DEK,DEK proto-oncogene,0,1,7913
219364_at,79132,DHX58,DEXH-box helicase 58,0,1,79132
219253_at,79134,TMEM185B,transmembrane protein 185B,0,1,79134
221620_s_at,79135,APOO,apolipoprotein O,0,1,79135
221984_s_at,79137,FAM134A,family with sequence similarity 134 member A,0,1,79137
218172_s_at,79139,DERL1,derlin 1,0,1,79139
221912_s_at,79140,CCDC28B,coiled-coil domain containing 28B,0,1,79140
218010_x_at,79144,PPDPF,pancreatic progenitor cell differentiation and proliferation factor,0,1,79144
218642_s_at,79145,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7,0,1,79145
219853_at,79147,FKRP,fukutin related protein,0,1,79147
219909_at,79148,MMP28,matrix metallopeptidase 28,0,1,79148
219904_at,79149,ZSCAN5A,zinc finger and SCAN domain containing 5A,0,1,79149
203608_at,7915,ALDH5A1,aldehyde dehydrogenase 5 family member A1,0,1,7915
219429_at,79152,FA2H,fatty acid 2-hydroxylase,0,1,79152
219722_s_at,79153,GDPD3,glycerophosphodiester phosphodiesterase domain containing 3,0,1,79153
218756_s_at,79154,DHRS11,dehydrogenase/reductase (SDR family) member 11,0,1,79154
48531_at,79155,TNIP2,TNFAIP3 interacting protein 2,0,1,79155
219566_at,79156,PLEKHF1,pleckstrin homology and FYVE domain containing 1,0,1,79156
212959_s_at,79158,GNPTAB,"N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits",0,1,79158
219324_at,79159,NOL12,nucleolar protein 12,0,1,79159
212081_x_at,7916,PRRC2A,proline rich coiled-coil 2A,0,1,7916
204215_at,79161,TMEM243,transmembrane protein 243,0,1,79161
219063_at,79169,C1orf35,chromosome 1 open reading frame 35,0,1,79169
210208_x_at,7917,BAG6,BCL2 associated athanogene 6,0,1,7917
205740_s_at,79171,RBM42,RNA binding motif protein 42,0,1,79171
219472_at,79172,CENPO,centromere protein O,0,1,79172
207296_at,79175,ZNF343,zinc finger protein 343,0,1,79175
218938_at,79176,FBXL15,F-box and leucine-rich repeat protein 15,0,1,79176
219088_s_at,79177,ZNF576,zinc finger protein 576,0,1,79177
214341_at,79178,THTPA,thiamine triphosphatase,0,1,79178
217992_s_at,79180,EFHD2,EF-hand domain family member D2,0,1,79180
219633_at,79183,TTPAL,tocopherol (alpha) transfer protein-like,0,1,79183
221196_x_at,79184,BRCC3,BRCA1/BRCA2-containing complex subunit 3,0,1,79184
217795_s_at,79188,TMEM43,transmembrane protein 43,0,1,79188
218848_at,79228,THOC6,THO complex 6,0,1,79228
213540_at,7923,HSD17B8,hydroxysteroid (17-beta) dehydrogenase 8,0,1,7923
220444_at,79230,ZNF557,zinc finger protein 557,0,1,79230
219001_s_at,79269,DCAF10,DDB1 and CUL4 associated factor 10,0,1,79269
205625_s_at,793,CALB1,calbindin 1,0,1,793
209219_at,7936,NELFE,negative elongation factor complex member E,0,1,7936
218639_s_at,79364,ZXDC,ZXD family zinc finger C,0,1,79364
221530_s_at,79365,BHLHE41,basic helix-loop-helix family member e41,0,1,79365
221606_s_at,79366,HMGN5,high mobility group nucleosome binding domain 5,0,1,79366
221239_s_at,79368,FCRL2,Fc receptor like 2,0,1,79368
221240_s_at,79369,B3GNT4,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4",0,1,79369
221241_s_at,79370,BCL2L14,BCL2 like 14,0,1,79370
205428_s_at,794,CALB2,calbindin 2,0,1,794
214181_x_at,7940,LST1,leukocyte specific transcript 1,0,1,7940
206214_at,7941,PLA2G7,phospholipase A2 group VII,0,1,7941
206540_at,79411,GLB1L,galactosidase beta 1 like,0,1,79411
219692_at,79412,KREMEN2,kringle containing transmembrane protein 2,0,1,79412
219836_at,79413,ZBED2,"zinc finger, BED-type containing 2",0,1,79413
219346_at,79414,LRFN3,leucine rich repeat and fibronectin type III domain containing 3,0,1,79414
218130_at,79415,C17orf62,chromosome 17 open reading frame 62,0,1,79415
50221_at,7942,TFEB,transcription factor EB,0,1,7942
210054_at,79441,HAUS3,HAUS augmin like complex subunit 3,0,1,79441
219949_at,79442,LRRC2,leucine rich repeat containing 2,0,1,79442
218204_s_at,79443,FYCO1,FYVE and coiled-coil domain containing 1,0,1,79443
219609_at,79446,WDR25,WD repeat domain 25,0,1,79446
218029_at,79567,FAM65A,family with sequence similarity 65 member A,0,1,79567
219176_at,79568,C2orf47,chromosome 2 open reading frame 47,0,1,79568
205231_s_at,7957,EPM2A,"epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)",0,1,7957
219438_at,79570,NKAIN1,Na+/K+ transporting ATPase interacting 1,0,1,79570
218912_at,79571,GCC1,GRIP and coiled-coil domain containing 1,0,1,79571
212297_at,79572,ATP13A3,ATPase type 13A3,0,1,79572
219481_at,79573,TTC13,tetratricopeptide repeat domain 13,0,1,79573
219101_x_at,79575,ABHD8,abhydrolase domain containing 8,0,1,79575
218578_at,79577,CDC73,cell division cycle 73,0,1,79577
218151_x_at,79581,SLC52A2,"solute carrier family 52 (riboflavin transporter), member 2",0,1,79581
219109_at,79582,SPAG16,sperm associated antigen 16,0,1,79582
219182_at,79583,TMEM231,transmembrane protein 231,0,1,79583
202175_at,79586,CHPF,chondroitin polymerizing factor,0,1,79586
218153_at,79587,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial (putative)",0,1,79587
219263_at,79589,RNF128,"ring finger protein 128, E3 ubiquitin protein ligase",0,1,79589
218270_at,79590,MRPL24,mitochondrial ribosomal protein L24,0,1,79590
55662_at,79591,C10orf76,chromosome 10 open reading frame 76,0,1,79591
218246_at,79594,MUL1,mitochondrial E3 ubiquitin protein ligase 1,0,1,79594
220367_s_at,79595,SAP130,Sin3A associated protein 130kDa,0,1,79595
219303_at,79596,RNF219,ring finger protein 219,0,1,79596
219886_at,79598,CEP97,centrosomal protein 97kDa,0,1,79598
201346_at,79602,ADIPOR2,adiponectin receptor 2,0,1,79602
218922_s_at,79603,CERS4,ceramide synthase 4,0,1,79603
219225_at,79605,PGBD5,piggyBac transposable element derived 5,0,1,79605
220282_at,79608,RIC3,RIC3 acetylcholine receptor chaperone,0,1,79608
218940_at,79609,VCPKMT,valosin containing protein lysine methyltransferase,0,1,79609
219616_at,79611,ACSS3,acyl-CoA synthetase short-chain family member 3,0,1,79611
219378_at,79612,NAA16,"N(alpha)-acetyltransferase 16, NatA auxiliary subunit",0,1,79612
219227_at,79616,CCNJL,cyclin J like,0,1,79616
218493_at,79622,SNRNP25,"small nuclear ribonucleoprotein, U11/U12 25kDa subunit",0,1,79622
219271_at,79623,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14,0,1,79623
218195_at,79624,ARMT1,acidic residue methyltransferase 1,0,1,79624
219747_at,79625,NDNF,neuron-derived neurotrophic factor,0,1,79625
219582_at,79627,OGFRL1,opioid growth factor receptor-like 1,0,1,79627
219710_at,79628,SH3TC2,SH3 domain and tetratricopeptide repeats 2,0,1,79628
205441_at,79629,OCEL1,occludin/ELL domain containing 1,0,1,79629
219506_at,79630,C1orf54,chromosome 1 open reading frame 54,0,1,79630
218973_at,79631,EFL1,elongation factor like GTPase 1,0,1,79631
220150_s_at,79632,FAM184A,family with sequence similarity 184 member A,0,1,79632
219427_at,79633,FAT4,FAT atypical cadherin 4,0,1,79633
219234_x_at,79634,SCRN3,secernin 3,0,1,79634
220321_s_at,79635,CCDC121,coiled-coil domain containing 121,0,1,79635
219096_at,79637,ARMC7,armadillo repeat containing 7,0,1,79637
219462_at,79639,TMEM53,transmembrane protein 53,0,1,79639
219309_at,79640,C22orf46,chromosome 22 open reading frame 46,0,1,79640
218394_at,79641,ROGDI,rogdi homolog,0,1,79641
219973_at,79642,ARSJ,arylsulfatase family member J,0,1,79642
221751_at,79646,PANK3,pantothenate kinase 3,0,1,79646
217893_s_at,79647,AKIRIN1,akirin 1,0,1,79647
219592_at,79648,MCPH1,microcephalin 1,0,1,79648
219576_at,79649,MAP7D3,MAP7 domain containing 3,0,1,79649
202138_x_at,7965,AIMP2,aminoacyl tRNA synthetase complex-interacting multifunctional protein 2,0,1,7965
218060_s_at,79650,USB1,U6 snRNA biogenesis 1,0,1,79650
219202_at,79651,RHBDF2,rhomboid 5 homolog 2 (Drosophila),0,1,79651
219315_s_at,79652,TMEM204,transmembrane protein 204,0,1,79652
218632_at,79654,HECTD3,HECT domain containing E3 ubiquitin protein ligase 3,0,1,79654
219670_at,79656,BEND5,BEN domain containing 5,0,1,79656
218842_at,79657,RPAP3,RNA polymerase II associated protein 3,0,1,79657
219431_at,79658,ARHGAP10,Rho GTPase activating protein 10,0,1,79658
219469_at,79659,DYNC2H1,"dynein, cytoplasmic 2, heavy chain 1",0,1,79659
219396_s_at,79661,NEIL1,nei like DNA glycosylase 1,0,1,79661
219284_at,79663,HSPBAP1,HSPB1 associated protein 1,0,1,79663
218713_at,79664,ICE2,interactor of little elongation complex ELL subunit 2,0,1,79664
218277_s_at,79665,DHX40,DEAH-box helicase 40,0,1,79665
218640_s_at,79666,PLEKHF2,pleckstrin homology and FYVE domain containing 2,0,1,79666
219871_at,79667,KLF3-AS1,KLF3 antisense RNA 1,0,1,79667
219033_at,79668,PARP8,poly(ADP-ribose) polymerase family member 8,0,1,79668
219474_at,79669,C3orf52,chromosome 3 open reading frame 52,0,1,79669
220933_s_at,79670,ZCCHC6,"zinc finger, CCHC domain containing 6",0,1,79670
219680_at,79671,NLRX1,NLR family member X1,0,1,79671
218210_at,79672,FN3KRP,fructosamine 3 kinase related protein,0,1,79672
219765_at,79673,ZNF329,zinc finger protein 329,0,1,79673
219002_at,79675,FASTKD1,FAST kinase domains 1,0,1,79675
219246_s_at,79676,OGFOD2,2-oxoglutarate and iron-dependent oxygenase domain containing 2,0,1,79676
218781_at,79677,SMC6,structural maintenance of chromosomes 6,0,1,79677
218883_s_at,79682,CENPU,centromere protein U,0,1,79682
219247_s_at,79683,ZDHHC14,"zinc finger, DHHC-type containing 14",0,1,79683
221208_s_at,79684,MSANTD2,Myb/SANT-like DNA-binding domain containing 2,0,1,79684
219129_s_at,79685,SAP30L,SAP30-like,0,1,79685
219563_at,79686,LINC00341,long intergenic non-protein coding RNA 341,0,1,79686
220187_at,79689,STEAP4,STEAP4 metalloreductase,0,1,79689
219815_at,79690,GAL3ST4,galactose-3-O-sulfotransferase 4,0,1,79690
219178_at,79691,QTRTD1,queuine tRNA-ribosyltransferase domain containing 1,0,1,79691
218647_s_at,79693,YRDC,yrdC N(6)-threonylcarbamoyltransferase domain containing,0,1,79693
219003_s_at,79694,MANEA,mannosidase endo-alpha,0,1,79694
218885_s_at,79695,GALNT12,polypeptide N-acetylgalactosaminyltransferase 12,0,1,79695
220107_s_at,79696,ZC2HC1C,"zinc finger, C2HC-type containing 1C",0,1,79696
219877_at,79698,ZMAT4,"zinc finger, matrin-type 4",0,1,79698
53071_s_at,79701,OGFOD3,2-oxoglutarate and iron-dependent oxygenase domain containing 3,0,1,79701
204922_at,79703,C11orf80,chromosome 11 open reading frame 80,0,1,79703
219441_s_at,79705,LRRK1,leucine-rich repeat kinase 1,0,1,79705
218378_s_at,79706,PRKRIP1,PRKR interacting protein 1 (IL11 inducible),0,1,79706
218754_at,79707,NOL9,nucleolar protein 9,0,1,79707
218473_s_at,79709,COLGALT1,collagen beta(1-O)galactosyltransferase 1,0,1,79709
219038_at,79710,MORC4,MORC family CW-type zinc finger 4,0,1,79710
219770_at,79712,GTDC1,glycosyltransferase like domain containing 1,0,1,79712
218722_s_at,79714,CCDC51,coiled-coil domain containing 51,0,1,79714
218341_at,79717,PPCS,phosphopantothenoylcysteine synthetase,0,1,79717
221428_s_at,79718,TBL1XR1,transducin (beta)-like 1 X-linked receptor 1,0,1,79718
202852_s_at,79719,AAGAB,alpha- and gamma-adaptin binding protein,0,1,79719
221704_s_at,79720,VPS37B,vacuolar protein sorting 37 homolog B (S. cerevisiae),0,1,79720
219262_at,79723,SUV39H2,suppressor of variegation 3-9 homolog 2,0,1,79723
218916_at,79724,ZNF768,zinc finger protein 768,0,1,79724
218505_at,79726,WDR59,WD repeat domain 59,0,1,79726
219530_at,79728,PALB2,partner and localizer of BRCA2,0,1,79728
220193_at,79729,SH3D21,SH3 domain containing 21,0,1,79729
219217_at,79731,NARS2,"asparaginyl-tRNA synthetase 2, mitochondrial (putative)",0,1,79731
